Token,Language,Anglicism,POS,NE,Lemma
",",PUNCT,no,PUNCT,O,","
entonces,Spn,no,ADV,O,entonces
sacan,Spn,no,VERB,O,sacar
la,Spn,no,DET,O,lo
militancia,Spn,no,NOUN,O,militancia
a,Spn,no,ADP,O,a
la,Spn,no,DET,O,lo
calle,Spn,no,NOUN,O,callar
y,Spn,no,CONJ,O,y
justifican,Spn,no,VERB,O,justificar
con,Spn,no,ADP,O,con
el,Spn,no,DET,O,el
clamor,Spn,no,NOUN,O,clamor
popular,Spn,no,ADJ,O,popular
el,Spn,no,DET,O,el
incendio,Spn,no,NOUN,O,incendiar
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
Constitución,Spn,no,PROPN,B,Constitución
.,PUNCT,no,PUNCT,O,.
Difícil,Spn,no,ADJ,B,Difícil
.,PUNCT,no,PUNCT,O,.
Opción,Spn,no,NOUN,B,Opción
3,NUM,no,NUM,I,3
:,PUNCT,no,PUNCT,I,:
hacen,Spn,no,VERB,O,hacer
una,Spn,no,DET,O,uno
elección,Spn,no,NOUN,O,elección
flojita,Spn,no,ADJ,O,flojito
y,Spn,no,CONJ,O,y
empieza,Spn,no,VERB,O,empezar
el,Spn,no,DET,O,el
calvario,Spn,no,NOUN,O,calvario
hacia,Spn,no,ADP,O,hacia
2015,NUM,no,NOUN,O,2015
.,PUNCT,no,PUNCT,O,.
El,Spn,no,DET,B,El
calvario,Spn,no,NOUN,I,calvario
tiene,Spn,no,VERB,O,tener
varios,Spn,no,DET,O,vario
planes,Spn,no,NOUN,O,plan
.,PUNCT,no,PUNCT,O,.
El,Spn,no,DET,B,El
plan,Spn,no,NOUN,I,plan
A,Spn,no,ADP,I,A
era,Spn,no,AUX,O,ser
la,Spn,no,DET,O,lo
elección,Spn,no,NOUN,O,elección
de,Spn,no,ADP,O,de
un,Spn,no,DET,O,uno
delfín,Spn,no,NOUN,O,delfín
que,Spn,no,PRON,O,que
originalmente,Spn,no,ADV,O,originalmente
fue,Spn,no,AUX,O,ser
Boudou,Spn,no,PROPN,B,Boudou
",",PUNCT,no,PUNCT,O,","
pero,Spn,no,CONJ,O,pero
el,Spn,no,DET,O,el
plan,Spn,no,NOUN,O,plan
falló,Spn,no,VERB,O,fallir
porque,Spn,no,SCONJ,O,porque
el,Spn,no,DET,O,el
tipo,Spn,no,NOUN,O,tipo
más,Spn,no,ADV,O,más
que,Spn,no,SCONJ,O,que
un,Spn,no,DET,O,uno
delfín,Spn,no,NOUN,O,delfín
resultó,Spn,no,VERB,O,resultar
ser,Spn,no,AUX,O,ser
una,Spn,no,DET,O,uno
raba,Spn,no,VERB,O,raba
.,PUNCT,no,PUNCT,O,.
Ahora,Spn,no,ADV,B,Ahora
",",PUNCT,no,PUNCT,O,","
para,Spn,no,ADP,O,parir
congraciarse,Spn,no,PROPN,O,congraciarse
con,Spn,no,ADP,O,con
la,Spn,no,DET,O,lo
Compañera,Spn,no,PROPN,B,Compañera
Jefa,Spn,no,PROPN,I,Jefa
",",PUNCT,no,PUNCT,O,","
se,Spn,no,PRON,O,se
le,Spn,no,PRON,O,le
dio,Spn,no,VERB,O,dar
por,Spn,no,ADP,O,por
atacar,Spn,no,VERB,O,atacar
a,Spn,no,ADP,O,a
Scioli,Spn,no,PROPN,B,Scioli
.,PUNCT,no,PUNCT,O,.
No,Spn,no,ADV,B,No
le,Spn,no,PRON,O,le
va,Spn,no,AUX,O,ir
a,Spn,no,ADP,O,a
alcanzar,Spn,no,VERB,O,alcanzar
.,PUNCT,no,PUNCT,O,.
Como,Spn,no,SCONJ,O,Como
mucho,Spn,no,ADV,O,mucho
llegará,Spn,no,VERB,O,llegar
a,Spn,no,ADP,O,a
filet,Spn,no,NOUN,O,filet
de,Spn,no,ADP,O,de
merluza,Spn,no,NOUN,O,merluza
.,PUNCT,no,PUNCT,O,.
De,Spn,no,ADP,B,De
ahí,Spn,no,ADV,I,ahí
no,Spn,no,ADV,I,no
pasa,Spn,no,VERB,I,paso
.,PUNCT,no,PUNCT,O,.
Allí,Spn,no,ADV,B,Allí
se,Spn,no,PRON,O,se
activa,Spn,no,VERB,O,activo
el,Spn,no,DET,O,el
plan,Spn,no,NOUN,B,plan
B,Spn,no,PROPN,I,B
:,PUNCT,no,PUNCT,O,:
candidatear,Spn,no,VERB,O,candidatear
a,Spn,no,ADP,O,a
algún,Spn,no,DET,O,alguno
experimentado,Spn,no,NOUN,O,experimentar
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
banda,Spn,no,NOUN,O,banda
que,Spn,no,PRON,O,que
ande,Spn,no,VERB,O,andar
revoloteando,Spn,no,VERB,O,revolotear
la,Spn,no,DET,O,lo
Rosada,Spn,no,PROPN,B,Rosada
",",PUNCT,no,PUNCT,O,","
como,Spn,no,SCONJ,O,comer
Capitanich,Spn,no,PROPN,B,Capitanich
",",PUNCT,no,PUNCT,O,","
Randazzo,Spn,no,PROPN,B,Randazzo
",",PUNCT,no,PUNCT,O,","
Aníbal,Spn,no,PROPN,B,Aníbal
o,Spn,no,CONJ,O,o
algún,Spn,no,DET,O,alguno
otro,Spn,no,PRON,O,otro
.,PUNCT,no,PUNCT,O,.
Pero,Spn,no,CONJ,B,Pero
lo,Spn,no,DET,I,el
más,Spn,no,ADV,I,más
probable,Spn,no,ADJ,I,probable
es,Spn,no,AUX,O,ser
que,Spn,no,SCONJ,O,que
la,Spn,no,DET,O,lo
Jefa,Spn,no,PROPN,O,Jefa
los,Spn,no,PRON,O,lo
siente,Spn,no,VERB,O,sentir
a,Spn,no,ADP,O,a
todos,Spn,no,PRON,O,todo
de,Spn,no,ADP,O,de
orto,Spn,no,NOUN,O,orto
porque,Spn,no,SCONJ,O,porque
en,Spn,no,ADP,O,en
el,Spn,no,DET,O,el
fondo,Spn,no,NOUN,O,fondo
no,Spn,no,ADV,O,no
confía,Spn,no,VERB,O,confiar
en,Spn,no,ADP,O,en
ninguno,Spn,no,PRON,O,ninguno
de,Spn,no,ADP,O,de
ellos,Spn,no,PRON,O,ellos
.,PUNCT,no,PUNCT,O,.
Lo,Spn,no,DET,B,Lo
bien,Spn,no,ADV,I,bien
que,Spn,no,PRON,I,que
hace,Spn,no,VERB,I,hacer
",",PUNCT,no,PUNCT,O,","
yo,Spn,no,PRON,O,yo
tampoco,Spn,no,ADV,O,tampoco
.,PUNCT,no,PUNCT,O,.
Además,Spn,no,ADV,B,Además
ya,Spn,no,ADV,O,ya
están,Spn,no,AUX,O,estar
todos,Spn,no,DET,O,todo
medio,Spn,no,NUM,O,mediar
baqueta,Spn,no,NOUN,O,baqueta
.,PUNCT,no,PUNCT,O,.
El,Spn,no,DET,B,El
plan,Spn,no,NOUN,I,plan
C,Spn,no,PROPN,I,C
sería,Spn,no,AUX,O,ser
recrear,Spn,no,VERB,O,recrear
aquel,Spn,no,DET,O,aquel
“,PUNCT,no,PUNCT,O,“
Cámpora,Spn,no,PROPN,B,Cámpora
al,Spn,no,ADP,O,al
gobierno,Spn,no,NOUN,O,gobernar
",",PUNCT,no,PUNCT,O,","
Perón,Spn,no,PROPN,B,Perón
al,Spn,no,ADP,O,al
poder,Spn,no,NOUN,O,poder
”,Spn,no,PUNCT,O,”
y,Spn,no,CONJ,O,y
transformarlo,Spn,no,VERB,O,transformarlo
en,Spn,no,ADP,O,en
“,Spn,no,PUNCT,O,“
La,Spn,no,DET,B,La
Cámpora,Spn,no,PROPN,I,Cámpora
al,Spn,no,ADP,O,al
gobierno,Spn,no,NOUN,O,gobernar
",",PUNCT,no,PUNCT,O,","
Ella,Spn,no,PRON,B,Ella
al,Spn,no,ADP,O,al
poder,Spn,no,NOUN,O,poder
”,PUNCT,no,PUNCT,O,”
.,PUNCT,no,PUNCT,O,.
El,Spn,no,DET,B,El
problema,Spn,no,NOUN,I,problema
es,Spn,no,AUX,O,ser
que,Spn,no,SCONJ,O,que
ni,Spn,no,CONJ,O,ni
La,Spn,no,DET,B,La
Cámpora,Spn,no,PROPN,I,Cámpora
es,Spn,no,AUX,O,ser
Cámpora,Spn,no,PROPN,B,Cámpora
",",PUNCT,no,PUNCT,O,","
ni,Spn,no,CONJ,O,ni
Ella,Spn,no,PROPN,B,Ella
es,Spn,no,AUX,I,ser
Perón,Spn,no,PROPN,I,Perón
.,PUNCT,no,PUNCT,O,.
Tampoco,Spn,no,ADV,B,Tampoco
Macri,Spn,no,PROPN,I,Macri
es,Spn,no,AUX,I,ser
Manrique,Spn,no,PROPN,I,Manrique
",",PUNCT,no,PUNCT,O,","
ni,Spn,no,CONJ,O,ni
Binner,Spn,no,PROPN,B,Binner
es,Spn,no,AUX,O,ser
Alende,Spn,no,PROPN,B,Alende
",",PUNCT,no,PUNCT,O,","
ni,Spn,no,CONJ,O,ni
Ricardito,Spn,no,PROPN,B,Ricardito
Alfonsín,Spn,no,PROPN,I,Alfonsín
es,Spn,no,AUX,O,ser
Balbín,Spn,no,PROPN,B,Balbín
",",PUNCT,no,PUNCT,O,","
ni,Spn,no,CONJ,O,ni
el,Spn,no,DET,O,el
tren,Spn,no,NOUN,O,tren
a,Spn,no,ADP,O,a
Mar,Spn,no,PROPN,B,Mar
del,Spn,no,ADP,I,del
Plata,Spn,no,PROPN,I,Plata
de,Spn,no,ADP,O,de
2013,NUM,no,NOUN,O,2013
es,Spn,no,AUX,O,ser
el,Spn,no,DET,O,el
tren,Spn,no,NOUN,O,tren
a,Spn,no,ADP,O,a
Mar,Spn,no,PROPN,B,Mar
del,Spn,no,ADP,I,del
Plata,Spn,no,PROPN,I,Plata
de,Spn,no,ADP,O,de
1973,NUM,no,NOUN,O,1973
",",PUNCT,no,PUNCT,O,","
ni,Spn,no,CONJ,O,ni
Silva,Spn,no,PROPN,B,Silva
es,Spn,no,AUX,O,ser
Curioni,Spn,no,PROPN,B,Curioni
",",PUNCT,no,PUNCT,O,","
ni,Spn,no,CONJ,O,ni
Funes,Spn,no,PROPN,B,Funes
Mori,Spn,no,PROPN,I,Mori
es,Spn,no,AUX,O,ser
Morete,Spn,no,PROPN,B,Morete
",",PUNCT,no,PUNCT,O,","
ni,Spn,no,CONJ,O,ni
la,Spn,no,DET,O,lo
revista,Spn,no,NOUN,O,revistar
porteña,Spn,no,ADJ,O,porteño
es,Spn,no,AUX,O,ser
la,Spn,no,DET,O,lo
revista,Spn,no,NOUN,O,revistar
porteña,Spn,no,ADJ,O,porteño
",",PUNCT,no,PUNCT,O,","
y,Spn,no,CONJ,O,y
paro,Spn,no,NOUN,O,parir
acá,Spn,no,ADV,O,acá
porque,Spn,no,SCONJ,O,porque
nos,Spn,no,PRON,O,no
vamos,Spn,no,AUX,O,ir
a,Spn,no,ADP,O,a
poner,Spn,no,VERB,O,poner
todos,Spn,no,PRON,O,todo
a,Spn,no,ADP,O,a
llorar,Spn,no,VERB,O,llorar
.,PUNCT,no,PUNCT,O,.
Al,Spn,no,ADP,O,Al
kirchnerismo,Spn,no,NOUN,O,kirchnerismo
sólo,Spn,no,ADV,O,sólo
le,Spn,no,PRON,O,le
quedaría,Spn,no,VERB,O,quedar
el,Spn,no,DET,O,el
Plan,Spn,no,PROPN,B,Plan
D,Spn,no,PROPN,I,D
que,Spn,no,PRON,O,que
para,Spn,no,ADP,O,parir
ellos,Spn,no,PRON,O,ellos
es,Spn,no,AUX,O,ser
la,Spn,no,DET,O,lo
suma,Spn,no,NOUN,O,sumo
de,Spn,no,ADP,O,de
todos,Spn,no,DET,O,todo
los,Spn,no,DET,O,lo
miedos,Spn,no,NOUN,O,miedo
",",PUNCT,no,PUNCT,O,","
la,Spn,no,DET,O,lo
peor,Spn,no,ADJ,O,peor
pesadilla,Spn,no,NOUN,O,pesadilla
",",PUNCT,no,PUNCT,O,","
el,Spn,no,DET,O,el
infierno,Spn,no,NOUN,O,infierno
tan,Spn,no,ADV,O,tan
temido,Spn,no,ADJ,O,temer
:,PUNCT,no,PUNCT,O,:
Daniel,Spn,no,PROPN,B,Daniel
el,Spn,no,DET,I,el
Rebueno,Spn,no,PROPN,I,Rebueno
2015,NUM,no,NUM,O,2015
.,PUNCT,no,PUNCT,O,.
Que,Spn,no,SCONJ,O,Que
el,Spn,no,DET,O,el
Compañero,Spn,no,PROPN,B,Compañero
Scioli,Spn,no,PROPN,I,Scioli
sea,Spn,no,AUX,O,ser
la,Spn,no,DET,O,lo
lancha,Spn,no,ADJ,O,lancha
salvavidas,Spn,no,NOUN,O,salvavidas
del,Spn,no,ADP,O,del
kirchnerismo,Spn,no,NOUN,O,kirchnerismo
y,Spn,no,CONJ,O,y
quizá,Spn,no,ADV,O,quizá
del,Spn,no,ADP,O,del
peronismo,Spn,no,NOUN,O,peronismo
es,Spn,no,AUX,O,ser
algo,Spn,no,PRON,O,algo
que,Spn,no,PRON,O,que
ni,Spn,no,CONJ,O,ni
Perón,Spn,no,PROPN,B,Perón
ni,Spn,no,CONJ,O,ni
Kirchner,Spn,no,PROPN,B,Kirchner
ni,Spn,no,CONJ,O,ni
nadie,Spn,no,PRON,O,nadie
en,Spn,no,ADP,O,en
este,Spn,no,DET,O,este
mundo,Spn,no,NOUN,O,mundo
imaginó,Spn,no,VERB,O,imaginar
jamás,Spn,no,ADV,O,jamás
.,PUNCT,no,PUNCT,O,.
Pero,Spn,no,CONJ,O,Pero
así,Spn,no,ADV,O,asir
parece,Spn,no,AUX,O,parecer
ser,Spn,no,AUX,O,ser
.,PUNCT,no,PUNCT,O,.
A,Spn,no,ADP,O,A
su,Spn,no,PRON,O,su
vez,Spn,no,NOUN,O,vez
",",PUNCT,no,PUNCT,O,","
esto,Spn,no,PRON,O,este
plantea,Spn,no,VERB,O,plantear
dos,Spn,no,NUM,O,do
escenarios,Spn,no,NOUN,O,escenario
.,PUNCT,no,PUNCT,O,.
Plan,Spn,no,PROPN,B,Plan
D1,Spn,no,PROPN,I,D1
:,PUNCT,no,PUNCT,O,:
el,Spn,no,DET,O,el
kirchnerismo,Spn,no,NOUN,O,kirchnerismo
se,Spn,no,PRON,O,se
aferra,Spn,no,VERB,O,aferrar
a,Spn,no,ADP,O,a
la,Spn,no,DET,O,lo
lancha,Spn,no,NOUN,O,lancha
de,Spn,no,ADP,O,de
Scioli,Spn,no,PROPN,B,Scioli
y,Spn,no,CONJ,O,y
reza,Spn,no,NOUN,O,rezar
para,Spn,no,ADP,O,parir
que,Spn,no,SCONJ,O,que
el,Spn,no,DET,O,el
peronismo,Spn,no,NOUN,O,peronismo
profundo,Spn,no,ADJ,O,profundar
no,Spn,no,ADV,O,no
venga,Spn,no,VERB,O,venir
después,Spn,no,ADV,O,después
a,Spn,no,ADP,O,a
cobrarles,Spn,no,NOUN,O,cobrarles
la,Spn,no,DET,O,lo
cuenta,Spn,no,NOUN,O,contar
.,PUNCT,no,PUNCT,O,.
El,Spn,no,DET,B,El
Plan,Spn,no,PROPN,I,Plan
D2,Spn,no,PROPN,I,D2
es,Spn,no,AUX,O,ser
la,Spn,no,DET,O,lo
Gran,Spn,no,ADJ,B,Gran
Menem,Spn,no,PROPN,I,Menem
99,NUM,no,NUM,O,99
.,PUNCT,no,PUNCT,O,.
En,Spn,no,ADP,O,En
su,Spn,no,DET,O,su
momento,Spn,no,NOUN,O,momento
",",PUNCT,no,PUNCT,O,","
el,Spn,no,DET,O,el
Turco,Spn,no,PROPN,B,Turco
pensó,Spn,no,VERB,I,pensar
:,PUNCT,no,PUNCT,I,:
“,Spn,no,PUNCT,O,“
Le,Spn,no,PRON,O,Le
saboteo,Spn,no,VERB,O,sabotear
la,Spn,no,DET,O,lo
candidatura,Spn,no,NOUN,O,candidatura
a,Spn,no,ADP,O,a
Duhalde,Spn,no,PROPN,B,Duhalde
",",PUNCT,no,PUNCT,O,","
lo,Spn,no,PRON,O,el
ayudo,Spn,no,AUX,O,ayudar
a,Spn,no,ADP,O,a
ganar,Spn,no,VERB,O,ganar
a,Spn,no,ADP,O,a
De,Spn,no,ADP,B,De
La,Spn,no,DET,I,La
Rúa,Spn,no,PROPN,I,Rúa
y,Spn,no,CONJ,O,y
yo,Spn,no,PRON,O,yo
me,Spn,no,PRON,O,me
quedo,Spn,no,VERB,O,quedar
como,Spn,no,SCONJ,O,comer
jefe,Spn,no,NOUN,O,jefe
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
oposición,Spn,no,NOUN,O,oposición
",",PUNCT,no,PUNCT,O,","
muerto,Spn,no,ADJ,O,morir
de,Spn,no,ADP,O,de
risa,Spn,no,NOUN,O,risa
viendo,Spn,no,VERB,O,ver
como,Spn,no,SCONJ,O,comer
a,Spn,no,ADP,O,a
la,Spn,no,DET,O,lo
Alianza,Spn,no,PROPN,B,Alianza
le,Spn,no,PRON,O,le
explota,Spn,no,VERB,O,explotar
la,Spn,no,DET,O,lo
bomba,Spn,no,NOUN,O,bombo
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
convertibilidad,Spn,no,NOUN,O,convertibilidad
en,Spn,no,ADP,O,en
la,Spn,no,DET,O,lo
mano,Spn,no,NOUN,O,manir
”,Spn,no,PUNCT,O,”
.,PUNCT,no,PUNCT,O,.
¿,PUNCT,no,PUNCT,B,¿
Preferirá,Spn,no,VERB,I,Preferirá
la,Spn,no,DET,O,lo
Jefa,Spn,no,PROPN,O,Jefa
hundir,Spn,no,VERB,O,hundir
a,Spn,no,ADP,O,a
Scioli,Spn,no,PROPN,B,Scioli
o,Spn,no,CONJ,O,o
a,Spn,no,ADP,O,a
Massa,Spn,no,PROPN,B,Massa
o,Spn,no,CONJ,O,o
a,Spn,no,ADP,O,a
De,Spn,no,ADP,B,De
La,Spn,no,DET,I,La
Sota,Spn,no,PROPN,I,Sota
",",PUNCT,no,PUNCT,O,","
y,Spn,no,CONJ,O,y
ayudar,Spn,no,VERB,O,ayudar
a,Spn,no,ADP,O,a
Macri,Spn,no,PROPN,B,Macri
por,Spn,no,ADP,O,por
debajo,Spn,no,ADV,O,debajo
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
mesa,Spn,no,NOUN,O,mesar
?,PUNCT,no,PUNCT,O,?
¿,PUNCT,no,PUNCT,O,¿
Será,Spn,no,AUX,O,Será
que,Spn,no,SCONJ,O,que
putea,Spn,no,VERB,O,putear
al,Spn,no,ADP,O,al
Compañero,Spn,no,PROPN,B,Compañero
Mauri,Spn,no,PROPN,I,Mauri
todos,Spn,no,DET,O,todo
los,Spn,no,DET,O,lo
días,Spn,no,NOUN,O,día
para,Spn,no,ADP,O,parir
transformarlo,Spn,no,ADJ,O,transformarlo
en,Spn,no,ADP,O,en
el,Spn,no,DET,O,el
líder,Eng-AdaptedAng,yes,NOUN,O,líder
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
oposición,Spn,no,NOUN,O,oposición
",",PUNCT,no,PUNCT,O,","
ayudarlo,Spn,no,AUX,O,ayudarlo
a,Spn,no,ADP,O,a
ganar,Spn,no,VERB,O,ganar
para,Spn,no,ADP,O,parir
luego,Spn,no,ADV,O,luego
sentarse,Spn,no,ADJ,O,sentarse
en,Spn,no,ADP,O,en
El,Spn,no,DET,B,El
Calafate,Spn,no,PROPN,I,Calafate
y,Spn,no,CONJ,O,y
levantarle,Spn,no,VERB,O,levantarle
su,Spn,no,DET,O,su
famoso,Spn,no,ADJ,O,famoso
dedito,Spn,no,NOUN,O,dedito
cada,Spn,no,DET,O,cada
vez,Spn,no,NOUN,O,vez
que,Spn,no,PRON,O,que
trastabille,Spn,no,VERB,O,trastabillar
?,PUNCT,no,PUNCT,O,?
No,Spn,no,ADV,O,No
hay,Spn,no,AUX,O,haber
que,Spn,no,SCONJ,O,que
comparar,Spn,no,VERB,O,comparar
porque,Spn,no,SCONJ,O,porque
todos,Spn,no,PRON,O,todo
sabemos,Spn,no,VERB,O,saber
que,Spn,no,SCONJ,O,que
el,Spn,no,DET,O,el
menemismo,Spn,no,NOUN,O,menemismo
y,Spn,no,CONJ,O,y
el,Spn,no,DET,O,el
kirchnerismo,Spn,no,NOUN,O,kirchnerismo
son,Spn,no,AUX,O,ser
el,Spn,no,DET,O,el
día,Spn,no,NOUN,O,día
y,Spn,no,CONJ,O,y
la,Spn,no,DET,O,lo
noche,Spn,no,NOUN,O,noche
(,PUNCT,no,PUNCT,O,(
en,Spn,no,ADP,O,en
el,Spn,no,DET,O,el
norte,Spn,no,NOUN,O,norte
de,Spn,no,ADP,O,de
Noruega,Spn,no,PROPN,B,Noruega
en,Spn,no,ADP,O,en
invierno,Spn,no,NOUN,O,invierno
),PUNCT,no,PUNCT,O,)
.,PUNCT,no,PUNCT,O,.
¿,PUNCT,no,PUNCT,O,¿
Y,Spn,no,CONJ,O,Y
si,Spn,no,SCONJ,O,si
en,Spn,no,ADP,O,en
la,Spn,no,DET,O,lo
confusión,Spn,no,NOUN,O,confusión
se,Spn,no,PRON,O,se
les,Spn,no,PRON,O,les
cuela,Spn,no,VERB,O,colar
un,Spn,no,DET,O,uno
Binner,Spn,no,PROPN,B,Binner
?,PUNCT,no,PUNCT,I,?
¿,PUNCT,no,PUNCT,O,¿
O,Spn,no,CONJ,O,O
un,Spn,no,DET,O,uno
tapado,Spn,no,NOUN,O,tapar
?,PUNCT,no,PUNCT,O,?
Esta,Spn,no,DET,O,Esta
semana,Spn,no,NOUN,O,semana
Obama,Eng-NE,no,PROPN,B,Obama
asumió,Spn,no,VERB,O,asumir
su,Spn,no,DET,O,su
último,Spn,no,ADJ,O,último
mandato,Spn,no,NOUN,O,mandato
.,PUNCT,no,PUNCT,O,.
Por,Spn,no,ADP,B,Por
bueno,Spn,no,ADJ,I,bueno
que,Spn,no,SCONJ,I,que
sea,Spn,no,AUX,I,ser
",",PUNCT,no,PUNCT,O,","
en,Spn,no,ADP,O,en
cuatro,Spn,no,NUM,O,cuatro
años,Spn,no,NOUN,O,año
termina,Spn,no,VERB,O,terminar
y,Spn,no,CONJ,O,y
se,Spn,no,PRON,O,se
va,Spn,no,VERB,O,ir
a,Spn,no,ADP,O,a
casita,Spn,no,NOUN,O,casita
como,Spn,no,SCONJ,O,comer
Dios,Spn,no,NOUN,B,Dios
manda,Spn,no,NOUN,I,mandar
.,PUNCT,no,PUNCT,O,.
Un,Spn,no,DET,B,Un
plomo,Spn,no,NOUN,I,plomar
.,PUNCT,no,PUNCT,O,.
Esos,Spn,no,DET,B,Esos
tipos,Spn,no,NOUN,I,tipo
no,Spn,no,ADV,O,no
saben,Spn,no,VERB,O,saber
la,Spn,no,DET,O,lo
joda,Spn,no,NOUN,O,joder
que,Spn,no,PRON,O,que
se,Spn,no,PRON,O,se
pierden,Spn,no,VERB,O,perder
.,PUNCT,no,PUNCT,O,.
Facundo,Spn,no,VERB,B,Facundo
y,Spn,no,CONJ,O,y
su,Spn,no,DET,O,su
galera,Spn,no,NOUN,O,galera
",",PUNCT,no,PUNCT,O,","
al,Spn,no,ADP,O,al
frente,Spn,no,NOUN,O,frente
de,Spn,no,ADP,O,de
su,Spn,no,DET,O,su
banda,Spn,no,NOUN,O,banda
.,PUNCT,no,PUNCT,O,.
',PUNCT,no,SYM,O,'
Yo,Spn,no,PRON,O,Yo
no,Spn,no,ADV,O,no
creo,Spn,no,VERB,O,creer
que,Spn,no,SCONJ,O,que
el,Spn,no,DET,O,el
rock,Eng-UnadaptedAng,yes,NOUN,O,rock
se,Spn,no,PRON,O,se
haya,Spn,no,AUX,O,haber
acercado,Spn,no,VERB,O,acercar
a,Spn,no,ADP,O,a
la,Spn,no,DET,O,lo
política,Spn,no,NOUN,O,político
",",PUNCT,no,PUNCT,O,","
sino,Spn,no,CONJ,O,sino
que,Spn,no,SCONJ,O,que
fue,Spn,no,AUX,O,ser
al,Spn,no,ADP,O,al
revés,Spn,no,NOUN,O,rever
:,PUNCT,no,PUNCT,O,:
los,Spn,no,DET,O,lo
políticos,Spn,no,NOUN,O,político
se,Spn,no,PRON,O,se
acercaron,Spn,no,VERB,O,acercar
a,Spn,no,ADP,O,a
los,Spn,no,DET,O,lo
rockeros,Eng-AdaptedAng,yes,NOUN,O,rockero
.,PUNCT,no,PUNCT,O,.
La,Spn,no,DET,B,La
clase,Spn,no,NOUN,I,clase
política,Spn,no,ADJ,I,político
estaba,Spn,no,AUX,O,estar
muy,Spn,no,ADV,O,muy
vapuleada,Spn,no,ADJ,O,vapulear
y,Spn,no,CONJ,O,y
necesitaba,Spn,no,VERB,O,necesitar
limpiar,Spn,no,VERB,O,limpiar
su,Spn,no,DET,O,su
imagen,Spn,no,NOUN,O,imagen
.,PUNCT,no,PUNCT,O,.
Los,Spn,no,DET,B,Los
que,Spn,no,PRON,I,que
están,Spn,no,AUX,I,estar
ahora,Spn,no,ADV,O,ahora
no,Spn,no,ADV,O,no
son,Spn,no,AUX,O,ser
santos,Spn,no,NOUN,O,santo
de,Spn,no,ADP,O,de
mi,Spn,no,DET,O,mi
devoción,Spn,no,NOUN,O,devoción
",",PUNCT,no,PUNCT,O,","
pero,Spn,no,CONJ,O,pero
",",PUNCT,no,PUNCT,O,","
por,Spn,no,ADP,O,por
lo,Spn,no,DET,O,el
menos,Spn,no,ADV,O,menos
",",PUNCT,no,PUNCT,O,","
no,Spn,no,ADV,O,no
te,Spn,no,PRON,O,te
sacan,Spn,no,VERB,O,sacar
la,Spn,no,DET,O,lo
guita,Spn,no,NOUN,O,guitar
del,Spn,no,ADP,O,del
banco,Spn,no,NOUN,O,banco
.,PUNCT,no,PUNCT,O,.
',PUNCT,no,SYM,O,'
-,PUNCT,no,PUNCT,O,-
¿,PUNCT,no,PUNCT,B,¿
A,Spn,no,ADP,I,A
vos,Spn,no,NOUN,O,tú
nunca,Spn,no,ADV,O,nunca
te,Spn,no,PRON,O,te
interesó,Spn,no,VERB,O,interesar
la,Spn,no,DET,O,lo
política,Spn,no,NOUN,O,político
?,PUNCT,no,PUNCT,O,?
-,PUNCT,no,PUNCT,O,-
No,Spn,no,ADV,B,No
",",PUNCT,no,PUNCT,O,","
para,Spn,no,ADP,O,parir
nada,Spn,no,PRON,O,nadar
.,PUNCT,no,PUNCT,O,.
La,Spn,no,DET,B,La
política,Spn,no,NOUN,I,político
siempre,Spn,no,ADV,O,siempre
estuvo,Spn,no,AUX,O,estar
muy,Spn,no,ADV,O,muy
presente,Spn,no,ADJ,O,presentar
en,Spn,no,ADP,O,en
mi,Spn,no,DET,O,mi
casa,Spn,no,NOUN,O,casar
",",PUNCT,no,PUNCT,O,","
medio,Spn,no,NOUN,O,mediar
que,Spn,no,SCONJ,O,que
mis,Spn,no,DET,O,mi
viejos,Spn,no,ADJ,O,viejo
se,Spn,no,PRON,O,se
separaron,Spn,no,VERB,O,separar
por,Spn,no,ADP,O,por
culpa,Spn,no,NOUN,O,culpar
de,Spn,no,ADP,O,de
eso,Spn,no,PRON,O,ese
y,Spn,no,CONJ,O,y
de,Spn,no,ADP,O,de
ahí,Spn,no,ADV,O,ahí
que,Spn,no,SCONJ,O,que
nunca,Spn,no,ADV,O,nunca
me,Spn,no,PRON,O,me
haya,Spn,no,AUX,O,haber
interesado,Spn,no,VERB,O,interesar
.,PUNCT,no,PUNCT,O,.
Además,Spn,no,ADV,B,Además
",",PUNCT,no,PUNCT,O,","
soy,Spn,no,AUX,O,ser
muy,Spn,no,ADV,O,muy
idealista,Spn,no,ADJ,O,idealista
para,Spn,no,ADP,O,parir
ser,Spn,no,AUX,O,ser
político,Spn,no,ADJ,O,político
.,PUNCT,no,PUNCT,O,.
Las,Spn,no,DET,B,Las
palabras,Spn,no,NOUN,I,palabra
de,Spn,no,ADP,I,de
Facundo,Spn,no,PROPN,I,Facundo
de,Spn,no,ADP,I,de
Vido,Spn,no,PROPN,I,Vido
",",PUNCT,no,PUNCT,O,","
hijo,Spn,no,NOUN,O,hijo
de,Spn,no,ADP,O,de
